Operation_ID,Operator_ID,Operation_type,Operation_timestamp,OHH_code,Location_from,Location_to,Reference_ID,Reference_name,Qty,TKID_code,Order_ID,Operation_status
OP301292,A000024,MOVE,1765708906,732279,ST10,TPA,P00C27,"Edriseur type ""C27""",74,315870,AZO79674,OK
OP301293,A999999,ORDER,1765709149,45143,,,,,,30497,AZO80997,OK
OP301294,A999999,ORDER,1765709266,263860,,,,,,546981,FOD81031,OK
OP301295,A000024,MOVE,1765709285,404936,TPA,SHIP,P00C27,"Edriseur type ""C27""",74,597347,AZO79674,OK
OP301296,A000024,MOVE,1765709494,637836,PROD,TPA,P00C37,"Edriseur type ""C37""",16,108661,AZO80997,OK
OP301297,A000127,MOVE,1765709562,723559,TPA,SHIP,P00C27,"Edriseur type ""C27""",124,406344,AZO81979,OK
OP301298,A000133,MOVE,1765709609,220863,ST10,TPA,P00C13,"Edriseur type ""C13""",5,668810,FOD81168,OK
OP301299,A000106,MOVE,1765709862,483457,PROD,ST10,P00X25,"Edriseur nouveau ""2025""",122,497811,FOD81031,OK
OP301300,A000024,MOVE,1765709987,259451,TPA,SHIP,P00C37,"Edriseur type ""C37""",16,737442,AZO80997,OK
OP301301,A000017,MOVE,1765710020,141171,TPA,SHIP,P00C13,"Edriseur type ""C13""",5,729409,FOD81168,OK
OP301302,A999999,ORDER,1765710062,585656,,,,,,293887,AZO80854,OK
OP301303,A000106,MOVE,1765710237,267135,ST10,TPA,P00X25,"Edriseur nouveau ""2025""",122,613378,FOD81031,OK
OP301304,A000017,MOVE,1765710300,638003,PROD,ST20,P00C14,"Edriseur type ""C14""",4,128419,AZO80854,OK
OP301305,A000133,MOVE,1765710717,80881,ST20,QUA,P00C14,"Edriseur type ""C14""",4,638225,AZO80854,OK
OP301306,A999999,ORDER,1765710774,339092,,,,,,131561,GAA81027,OK
OP301307,A000106,MOVE,1765710774,708892,TPA,SHIP,P00X25,"Edriseur nouveau ""2025""",122,355659,FOD81031,OK
OP301308,A000127,MOVE,1765710972,338360,PROD,ST10,P00V90,"Edriseur turbo ""V90""",25,186101,GAA81027,OK
OP301309,A000127,MOVE,1765711139,15687,QUA,ST20,P00C14,"Edriseur type ""C14""",4,51666,AZO80854,OK
OP301310,A999999,ORDER,1765711177,583341,,,,,,451390,SMP80515,OK
OP301311,A000127,MOVE,1765711297,439665,PROD,ST10,P00V90,"Edriseur turbo ""V90""",13,674649,SMP80515,OK
OP301312,A000024,MOVE,1765711325,727350,ST10,TPA,P00V90,"Edriseur turbo ""V90""",25,702529,GAA81027,OK
OP301313,A999999,ORDER,1765711338,91191,,,,,,291291,FOD80327,OK
OP301314,A000127,MOVE,1765711557,343345,TPA,SHIP,P00C18,"Edriseur type ""C18""",45,479665,SMP80140,OK
OP301315,A000017,MOVE,1765711557,221643,ST10,TPA,P00V90,"Edriseur turbo ""V90""",13,711330,SMP80515,OK
OP301316,A000127,MOVE,1765711602,628839,PROD,ST20,P00V90,"Edriseur turbo ""V90""",2,224782,FOD80327,OK
OP301317,A999999,ORDER,1765711760,153790,,,,,,500070,FOD81143,OK
OP301318,A000024,MOVE,1765711803,189698,TPA,SHIP,P00V90,"Edriseur turbo ""V90""",25,262238,GAA81027,OK
OP301319,A000024,MOVE,1765711958,519675,TPA,SHIP,P00V90,"Edriseur turbo ""V90""",13,165322,SMP80515,OK
OP301320,A000133,MOVE,1765711992,737609,ST20,TPA,P00C14,"Edriseur type ""C14""",4,454662,AZO80854,OK
OP301321,A000024,MOVE,1765712081,328756,ST20,QUA,P00V90,"Edriseur turbo ""V90""",2,770312,FOD80327,OK
OP301322,A000024,MOVE,1765712164,229115,TPA,SHIP,P00C14,"Edriseur type ""C14""",4,533473,AZO80854,OK
OP301323,A000017,MOVE,1765712242,719228,PROD,TPA,P00C14,"Edriseur type ""C14""",4,561830,FOD81143,OK
OP301324,A999999,ORDER,1765712471,418487,,,,,,122221,AZO81258,OK
OP301325,A000024,MOVE,1765712479,779969,QUA,ST20,P00V90,"Edriseur turbo ""V90""",2,757224,FOD80327,OK
OP301326,A999999,ORDER,1765712607,272800,,,,,,415381,AZO79879,OK
OP301327,A000133,MOVE,1765712837,528793,TPA,SHIP,P00C14,"Edriseur type ""C14""",4,298521,FOD81143,OK
OP301328,A000024,MOVE,1765712842,166964,PROD,ST10,P00C18,"Edriseur type ""C18""",95,43705,AZO81258,OK
OP301329,A000024,MOVE,1765713011,558611,ST20,TPA,P00V90,"Edriseur turbo ""V90""",2,615270,FOD80327,OK
OP301330,A999999,ORDER,1765713060,327919,,,,,,101699,GAA79701,OK
OP301331,A000133,MOVE,1765713114,443910,PROD,ST10,P00V80,"Edriseur turbo ""V80""",7,673898,AZO79879,OK
OP301332,A000133,MOVE,1765713340,344249,PROD,ST10,P00X02,"Edriseur luxe ""X02""",2,316227,GAA79701,OK
OP301333,A999999,ORDER,1765713476,522781,,,,,,495954,GAA80770,OK
OP301334,A999999,ORDER,1765713548,488755,,,,,,300018,GAA80686,OK
OP301335,A000127,MOVE,1765713561,441201,ST10,TPA,P00V80,"Edriseur turbo ""V80""",7,69032,AZO79879,OK
OP301336,A000017,MOVE,1765713663,104091,ST10,TPA,P00C18,"Edriseur type ""C18""",95,49645,AZO81258,OK
OP301337,A000127,MOVE,1765713818,261484,TPA,SHIP,P00V90,"Edriseur turbo ""V90""",2,445803,FOD80327,OK
OP301338,A000133,MOVE,1765713852,782371,PROD,ST20,P00C37,"Edriseur type ""C37""",83,620717,GAA80686,OK
OP301339,A000017,MOVE,1765714009,607464,PROD,TPA,P00C19,"Edriseur type ""C19""",2,282536,GAA80770,OK
OP301340,A999999,ORDER,1765714074,802793,,,,,,190013,AZO81396,OK
OP301341,A999999,ORDER,1765714079,508897,,,,,,233085,FOD81341,OK
OP301342,A000062,MOVE,1765714099,30840,TPA,SHIP,P00V80,"Edriseur turbo ""V80""",7,644352,AZO79879,OK
OP301343,A000017,MOVE,1765714160,435930,TPA,SHIP,P00C18,"Edriseur type ""C18""",95,648646,AZO81258,OK
OP301344,A000017,MOVE,1765714192,453651,ST20,QUA,P00C37,"Edriseur type ""C37""",83,16063,GAA80686,OK
OP301345,A000024,MOVE,1765714368,675718,TPA,SHIP,P00C19,"Edriseur type ""C19""",2,433475,GAA80770,OK
OP301346,A000017,MOVE,1765714668,392272,PROD,ST10,P00C13,"Edriseur type ""C13""",34,738520,AZO81396,OK
OP301347,A000017,MOVE,1765714674,306368,QUA,ST20,P00C37,"Edriseur type ""C37""",83,79278,GAA80686,OK
OP301348,A999999,ORDER,1765714837,87642,,,,,,285,AZO79819,OK
OP301349,A000024,MOVE,1765715052,278710,ST10,TPA,P00X02,"Edriseur luxe ""X02""",2,700074,GAA79701,OK
OP301350,A999999,ORDER,1765715093,144004,,,,,,49085,FOD80817,OK
OP301351,A000024,MOVE,1765715096,402936,ST10,QUA,P00C13,"Edriseur type ""C13""",34,472960,AZO81396,OK
OP301352,A999999,ORDER,1765715173,621071,,,,,,629629,GAA80475,OK
OP301353,A000017,MOVE,1765715288,774411,PROD,ST10,P00X02,"Edriseur luxe ""X02""",29,281415,FOD80817,OK
OP301354,A000024,MOVE,1765715423,111201,PROD,ST20,P00V80,"Edriseur turbo ""V80""",15,320215,GAA80475,OK
OP301355,A000024,MOVE,1765715440,782697,ST20,TPA,P00C37,"Edriseur type ""C37""",83,550133,GAA80686,OK
OP301356,A000024,MOVE,1765715442,4577,QUA,ST10,P00C13,"Edriseur type ""C13""",34,636396,AZO81396,OK
OP301357,A000062,MOVE,1765715596,554379,TPA,SHIP,P00X02,"Edriseur luxe ""X02""",2,509599,GAA79701,OK
OP301358,A999999,ORDER,1765715616,736054,,,,,,500117,AZO80731,OK
OP301359,A000017,MOVE,1765715655,546674,ST20,QUA,P00V80,"Edriseur turbo ""V80""",15,625538,GAA80475,OK
OP301360,A000024,MOVE,1765715712,663387,PROD,ST10,P00X25,"Edriseur nouveau ""2025""",5,731318,FOD81341,OK
OP301361,A000017,MOVE,1765715876,27073,ST10,TPA,P00X02,"Edriseur luxe ""X02""",29,687359,FOD80817,OK
OP301362,A000024,MOVE,1765715902,409,PROD,ST10,P00X02,"Edriseur luxe ""X02""",5,392707,AZO79819,OK
OP301363,A000017,MOVE,1765716018,646723,ST10,TPA,P00X25,"Edriseur nouveau ""2025""",5,96522,FOD81341,OK
OP301364,A000133,MOVE,1765716022,229294,ST10,TPA,P00C13,"Edriseur type ""C13""",34,505386,AZO81396,OK
OP301365,A000024,MOVE,1765716031,373366,PROD,TPA,P00X01,"Edriseur luxe ""X01""",4,237755,AZO80731,OK
OP301366,A000024,MOVE,1765716051,109204,TPA,SHIP,P00X02,"Edriseur luxe ""X02""",29,731917,FOD80817,OK
OP301367,A000106,MOVE,1765716372,796425,TPA,SHIP,P00X01,"Edriseur luxe ""X01""",4,653086,AZO80731,OK
OP301368,A000024,MOVE,1765716408,303023,TPA,SHIP,P00C13,"Edriseur type ""C13""",34,367422,AZO81396,OK
OP301369,A000106,MOVE,1765716468,688670,TPA,SHIP,P00C37,"Edriseur type ""C37""",83,155786,GAA80686,OK
OP301370,A000017,MOVE,1765716469,669267,ST10,TPA,P00X02,"Edriseur luxe ""X02""",5,14682,AZO79819,OK
OP301371,A999999,ORDER,1765716504,133718,,,,,,295883,FOD79930,OK
OP301372,A000133,MOVE,1765716543,197566,TPA,SHIP,P00X25,"Edriseur nouveau ""2025""",5,592046,FOD81341,OK
OP301373,A000017,MOVE,1765716598,68233,QUA,ST20,P00V80,"Edriseur turbo ""V80""",15,188410,GAA80475,OK
OP301374,A999999,ORDER,1765716675,9920,,,,,,468193,SMP81503,OK
OP301375,A000127,MOVE,1765717008,203628,PROD,ST20,P00C37,"Edriseur type ""C37""",31,441989,SMP81503,OK
OP301376,A000127,MOVE,1765717074,733499,PROD,ST10,P00C18,"Edriseur type ""C18""",4,573468,FOD79930,OK
OP301377,A999999,ORDER,1765717156,480537,,,,,,19330,GAA81059,OK
OP301378,A000127,MOVE,1765717170,717184,ST20,TPA,P00V80,"Edriseur turbo ""V80""",15,495720,GAA80475,OK
OP301379,A000024,MOVE,1765717257,308938,ST10,TPA,P00C18,"Edriseur type ""C18""",4,669902,FOD79930,OK
OP301380,A000024,MOVE,1765717473,110466,PROD,ST10,P00C13,"Edriseur type ""C13""",20,106711,GAA81059,OK
OP301381,A000024,MOVE,1765717531,461425,ST20,QUA,P00C37,"Edriseur type ""C37""",31,126909,SMP81503,OK
OP301382,A000017,MOVE,1765717716,502079,TPA,SHIP,P00X02,"Edriseur luxe ""X02""",5,420664,AZO79819,OK
OP301383,A000017,MOVE,1765717734,135540,TPA,SHIP,P00C18,"Edriseur type ""C18""",4,247783,FOD79930,OK
OP301384,A000017,MOVE,1765717747,707468,QUA,ST20,P00C37,"Edriseur type ""C37""",31,451699,SMP81503,OK
OP301385,A000017,MOVE,1765718339,326544,ST20,TPA,P00C37,"Edriseur type ""C37""",31,127961,SMP81503,OK
OP301386,A000127,MOVE,1765718367,248537,TPA,SHIP,P00V80,"Edriseur turbo ""V80""",15,360527,GAA80475,OK
OP301387,A000133,MOVE,1765718646,144360,ST10,TPA,P00C13,"Edriseur type ""C13""",20,686944,GAA81059,OK
OP301388,A000024,MOVE,1765718698,528812,TPA,SHIP,P00C37,"Edriseur type ""C37""",31,67889,SMP81503,OK
OP301389,A000062,MOVE,1765719687,523355,TPA,SHIP,P00C13,"Edriseur type ""C13""",20,13454,GAA81059,OK
OP301390,A999999,ORDER,1765774913,118421,,,,,,662535,SMP81131,OK
OP301391,A000133,MOVE,1765775374,145898,PROD,TPA,P00C18,"Edriseur type ""C18""",16,236664,SMP81131,OK
OP301392,A000106,MOVE,1765775869,125584,TPA,SHIP,P00C18,"Edriseur type ""C18""",16,144452,SMP81131,OK
OP301393,A999999,ORDER,1765775953,225710,,,,,,772401,AZO81109,OK
OP301394,A000127,MOVE,1765776079,104450,PROD,ST10,P00V80,"Edriseur turbo ""V80""",21,349381,AZO81109,OK
OP301395,A999999,ORDER,1765776769,532729,,,,,,309007,FOD79838,OK
OP301396,A999999,ORDER,1765777189,105189,,,,,,258498,FOD81988,OK
OP301397,A000127,MOVE,1765777779,410716,PROD,ST10,P00C27,"Edriseur type ""C27""",9,225288,FOD81988,OK
OP301398,A000017,MOVE,1765777835,66007,PROD,ST10,P00X99,"Edriseur luxe ""X99""",45,82916,FOD79838,OK
OP301399,A999999,ORDER,1765777913,51688,,,,,,643410,FOD80090,OK
OP301400,A000127,MOVE,1765778309,803780,ST10,TPA,P00C27,"Edriseur type ""C27""",9,297827,FOD81988,OK
OP301401,A000017,MOVE,1765778332,18371,ST10,TPA,P00V80,"Edriseur turbo ""V80""",21,752221,AZO81109,OK
OP301402,A000127,MOVE,1765778394,346765,ST10,TPA,P00X99,"Edriseur luxe ""X99""",45,436094,FOD79838,OK
OP301403,A000133,MOVE,1765778584,408437,TPA,SHIP,P00C27,"Edriseur type ""C27""",9,293387,FOD81988,OK
OP301404,A000127,MOVE,1765778758,364006,TPA,SHIP,P00V80,"Edriseur turbo ""V80""",21,509418,AZO81109,OK
OP301405,A000017,MOVE,1765778823,443710,TPA,SHIP,P00X99,"Edriseur luxe ""X99""",45,166666,FOD79838,OK
OP301406,A000024,MOVE,1765778827,422706,PROD,ST20,P00C13,"Edriseur type ""C13""",3,735461,FOD80090,OK
OP301407,A999999,ORDER,1765778977,154676,,,,,,801572,FOD80225,OK
OP301408,A000017,MOVE,1765779258,60558,ST20,QUA,P00C13,"Edriseur type ""C13""",3,343601,FOD80090,OK
OP301409,A999999,ORDER,1765779339,525182,,,,,,7983,FOD80746,OK
OP301410,A999999,ORDER,1765779407,238229,,,,,,711908,FOD81015,OK
OP301411,A999999,ORDER,1765779662,335392,,,,,,162597,FOD81637,OK
OP301412,A000133,MOVE,1765779771,712004,PROD,ST10,P00X99,"Edriseur luxe ""X99""",10,704077,FOD80225,OK
OP301413,A000127,MOVE,1765780001,218597,PROD,TPA,P00C13,"Edriseur type ""C13""",3,547068,FOD81015,OK
OP301414,A000017,MOVE,1765780050,717149,PROD,ST10,P00X25,"Edriseur nouveau ""2025""",111,120954,FOD80746,OK
OP301415,A000017,MOVE,1765780060,278163,PROD,ST10,P00C27,"Edriseur type ""C27""",7,807338,FOD81637,OK
OP301416,A000127,MOVE,1765780223,151683,ST10,TPA,P00X99,"Edriseur luxe ""X99""",10,547137,FOD80225,OK
OP301417,A999999,ORDER,1765780373,699800,,,,,,629124,FOD81493,OK
OP301418,A000024,MOVE,1765780471,581190,TPA,SHIP,P00X99,"Edriseur luxe ""X99""",10,239006,FOD80225,OK
OP301419,A000017,MOVE,1765780566,534732,TPA,SHIP,P00C13,"Edriseur type ""C13""",3,764462,FOD81015,OK
OP301420,A000017,MOVE,1765780585,594985,ST10,TPA,P00X25,"Edriseur nouveau ""2025""",111,559851,FOD80746,OK
OP301421,A000024,MOVE,1765780599,807769,ST10,TPA,P00C27,"Edriseur type ""C27""",7,657469,FOD81637,OK
OP301422,A999999,ORDER,1765780615,254272,,,,,,335184,FOD80430,OK
OP301423,A000024,MOVE,1765780729,486965,TPA,SHIP,P00C27,"Edriseur type ""C27""",7,44800,FOD81637,OK
OP301424,A000133,MOVE,1765780802,810328,PROD,TPA,P00V90,"Edriseur turbo ""V90""",86,250442,FOD81493,OK
OP301425,A999999,ORDER,1765780857,217282,,,,,,681122,AZO80396,OK
OP301426,A000062,MOVE,1765780957,656903,TPA,SHIP,P00V90,"Edriseur turbo ""V90""",86,523530,FOD81493,OK
OP301427,A000024,MOVE,1765781018,153465,QUA,ST20,P00C13,"Edriseur type ""C13""",3,399369,FOD80090,OK
OP301428,A000024,MOVE,1765781168,282473,PROD,ST10,P00V85,"Edriseur turbo ""V85""",28,409418,AZO80396,OK
OP301429,A000024,MOVE,1765781214,19384,TPA,SHIP,P00X25,"Edriseur nouveau ""2025""",111,358753,FOD80746,OK
OP301430,A000017,MOVE,1765781224,162062,ST20,TPA,P00C13,"Edriseur type ""C13""",3,372857,FOD80090,OK
OP301431,A000017,MOVE,1765781615,305596,TPA,SHIP,P00C13,"Edriseur type ""C13""",3,4862,FOD80090,OK
OP301432,A999999,ORDER,1765781733,730667,,,,,,120430,FOD81369,OK
OP301433,A999999,ORDER,1765782061,653293,,,,,,760188,FOD80380,OK
OP301434,A000017,MOVE,1765782173,11954,PROD,ST10,P00X01,"Edriseur luxe ""X01""",4,498728,FOD81369,OK
OP301435,A999999,ORDER,1765782302,288581,,,,,,351974,AZO80043,OK
OP301436,A000024,MOVE,1765782348,708839,ST10,TPA,P00V85,"Edriseur turbo ""V85""",28,94369,AZO80396,OK
OP301437,A000024,MOVE,1765782416,692066,PROD,ST10,P00V85,"Edriseur turbo ""V85""",13,764388,FOD80380,OK
OP301438,A000017,MOVE,1765782590,142768,ST10,TPA,P00V85,"Edriseur turbo ""V85""",13,729491,FOD80380,OK
OP301439,A000106,MOVE,1765782625,465231,ST10,TPA,P00X01,"Edriseur luxe ""X01""",4,589163,FOD81369,OK
OP301440,A000024,MOVE,1765782713,777099,TPA,SHIP,P00V85,"Edriseur turbo ""V85""",28,614559,AZO80396,OK
OP301441,A000106,MOVE,1765782867,26709,PROD,TPA,P00X02,"Edriseur luxe ""X02""",3,491437,AZO80043,OK
OP301442,A000106,MOVE,1765783123,584261,TPA,SHIP,P00X02,"Edriseur luxe ""X02""",3,395444,AZO80043,OK
OP301443,A000127,MOVE,1765783127,80455,TPA,SHIP,P00V85,"Edriseur turbo ""V85""",13,350460,FOD80380,OK
OP301444,A000024,MOVE,1765783154,386111,TPA,SHIP,P00X01,"Edriseur luxe ""X01""",4,768982,FOD81369,OK
OP301445,A999999,ORDER,1765783224,521542,,,,,,644718,GAA80671,OK
OP301446,A000024,MOVE,1765783227,366942,PROD,ST10,P00C37,"Edriseur type ""C37""",64,196337,FOD80430,OK
OP301447,A000017,MOVE,1765783437,69093,PROD,ST10,P00C27,"Edriseur type ""C27""",11,200403,GAA80671,OK
OP301448,A000017,MOVE,1765783480,503141,ST10,TPA,P00C37,"Edriseur type ""C37""",64,103860,FOD80430,OK
OP301449,A000106,MOVE,1765783919,404924,ST10,TPA,P00C27,"Edriseur type ""C27""",11,674481,GAA80671,OK
OP301450,A999999,ORDER,1765784016,243011,,,,,,660631,AZO81233,OK
OP301451,A000024,MOVE,1765784041,601402,TPA,SHIP,P00C37,"Edriseur type ""C37""",64,754767,FOD80430,OK
OP301452,A999999,ORDER,1765784047,154713,,,,,,252444,GAA79966,OK
OP301453,A000017,MOVE,1765784121,306511,TPA,SHIP,P00C27,"Edriseur type ""C27""",11,751209,GAA80671,OK
OP301454,A000062,MOVE,1765784259,532982,PROD,ST10,P00C19,"Edriseur type ""C19""",97,261895,GAA79966,OK
OP301455,A000127,MOVE,1765784383,375974,ST10,TPA,P00C19,"Edriseur type ""C19""",97,367117,GAA79966,OK
OP301456,A000062,MOVE,1765784779,578925,TPA,SHIP,P00C19,"Edriseur type ""C19""",97,209576,GAA79966,OK
OP301457,A000127,MOVE,1765785058,501061,PROD,ST10,P00X25,"Edriseur nouveau ""2025""",2,737768,AZO81233,OK
OP301458,A999999,ORDER,1765785187,333864,,,,,,502008,GAA79874,OK
OP301459,A999999,ORDER,1765785211,615041,,,,,,622811,GAA81423,OK
OP301460,A999999,ORDER,1765785473,789840,,,,,,204104,FOD80367,OK
OP301461,A000133,MOVE,1765785621,251051,PROD,ST10,P00C14,"Edriseur type ""C14""",77,534524,GAA81423,OK
OP301462,A000024,MOVE,1765785755,158450,PROD,TPA,P00X02,"Edriseur luxe ""X02""",2,282893,GAA79874,OK
OP301463,A999999,ORDER,1765785785,737720,,,,,,497122,AZO80047,OK
OP301464,A000017,MOVE,1765785818,383485,PROD,ST10,P00C19,"Edriseur type ""C19""",2,25330,FOD80367,OK
OP301465,A000127,MOVE,1765785917,162215,ST10,TPA,P00C14,"Edriseur type ""C14""",77,84550,GAA81423,OK
OP301466,A000127,MOVE,1765786014,469642,ST10,TPA,P00C19,"Edriseur type ""C19""",2,754613,FOD80367,OK
OP301467,A000024,MOVE,1765786188,171611,TPA,SHIP,P00C14,"Edriseur type ""C14""",77,104235,GAA81423,OK
OP301468,A000024,MOVE,1765786220,518123,ST10,TPA,P00X25,"Edriseur nouveau ""2025""",2,165541,AZO81233,OK
OP301469,A000024,MOVE,1765786228,149054,PROD,ST20,P00C19,"Edriseur type ""C19""",61,756668,AZO80047,OK
OP301470,A000024,MOVE,1765786352,423505,TPA,SHIP,P00C19,"Edriseur type ""C19""",2,551796,FOD80367,OK
OP301471,A000133,MOVE,1765786559,131855,ST20,QUA,P00C19,"Edriseur type ""C19""",61,357023,AZO80047,OK
OP301472,A000017,MOVE,1765786757,149369,TPA,SHIP,P00X25,"Edriseur nouveau ""2025""",2,98473,AZO81233,OK
OP301473,A999999,ORDER,1765786924,650287,,,,,,1560,FOD79804,OK
OP301474,A999999,ORDER,1765786954,659474,,,,,,239943,AZO80087,OK
OP301475,A000017,MOVE,1765787115,568448,QUA,ST20,P00C19,"Edriseur type ""C19""",61,9558,AZO80047,OK
OP301476,A000017,MOVE,1765787407,503433,PROD,ST10,P00X02,"Edriseur luxe ""X02""",15,562009,FOD79804,OK
OP301477,A000062,MOVE,1765787421,477582,PROD,ST10,P00V80,"Edriseur turbo ""V80""",16,182291,AZO80087,OK
OP301478,A000062,MOVE,1765787532,691332,ST10,TPA,P00X02,"Edriseur luxe ""X02""",15,755904,FOD79804,OK
OP301479,A000017,MOVE,1765787587,498693,ST20,TPA,P00C19,"Edriseur type ""C19""",61,487538,AZO80047,OK
OP301480,A999999,ORDER,1765787595,613807,,,,,,174302,GAA81814,OK
OP301481,A000024,MOVE,1765787788,202557,TPA,SHIP,P00X02,"Edriseur luxe ""X02""",2,204917,GAA79874,OK
OP301482,A000017,MOVE,1765787803,458449,TPA,SHIP,P00C19,"Edriseur type ""C19""",61,775204,AZO80047,OK
OP301483,A000133,MOVE,1765787886,224803,TPA,SHIP,P00X02,"Edriseur luxe ""X02""",15,546194,FOD79804,OK
OP301484,A000106,MOVE,1765787912,636593,PROD,ST20,P00X01,"Edriseur luxe ""X01""",50,156219,GAA81814,OK
OP301485,A000024,MOVE,1765788103,361964,ST20,QUA,P00X01,"Edriseur luxe ""X01""",50,71450,GAA81814,OK
OP301486,A999999,ORDER,1765788305,690510,,,,,,370515,SMP80122,OK
OP301487,A000024,MOVE,1765788412,205367,QUA,ST20,P00X01,"Edriseur luxe ""X01""",50,469653,GAA81814,OK
OP301488,A000133,MOVE,1765788440,500159,ST10,TPA,P00V80,"Edriseur turbo ""V80""",16,265750,AZO80087,OK
OP301489,A000017,MOVE,1765788570,264703,PROD,ST10,P00C37,"Edriseur type ""C37""",2,154150,SMP80122,OK
OP301490,A000017,MOVE,1765788599,483379,TPA,SHIP,P00V80,"Edriseur turbo ""V80""",16,302922,AZO80087,OK
OP301491,A999999,ORDER,1765788632,263508,,,,,,181614,FOD79823,OK
OP301492,A999999,ORDER,1765788783,173382,,,,,,707239,FOD81651,OK
OP301493,A000024,MOVE,1765788824,753495,PROD,TPA,P00X99,"Edriseur luxe ""X99""",12,557925,FOD79823,OK
OP301494,A000017,MOVE,1765789114,126916,ST10,TPA,P00C37,"Edriseur type ""C37""",2,478246,SMP80122,OK
OP301495,A000062,MOVE,1765789169,91746,PROD,ST10,P00V85,"Edriseur turbo ""V85""",3,503593,FOD81651,OK
OP301496,A000133,MOVE,1765789179,434865,TPA,SHIP,P00X99,"Edriseur luxe ""X99""",12,287366,FOD79823,OK
OP301497,A999999,ORDER,1765789209,4008,,,,,,701801,GAA81314,OK
OP301498,A000024,MOVE,1765789246,372238,ST20,TPA,P00X01,"Edriseur luxe ""X01""",50,600265,GAA81814,OK
OP301499,A999999,ORDER,1765789299,504256,,,,,,366074,FOD81703,OK
OP301500,A000106,MOVE,1765789478,25573,TPA,SHIP,P00X01,"Edriseur luxe ""X01""",50,99498,GAA81814,OK
OP301501,A999999,ORDER,1765789488,565104,,,,,,385567,GAA79862,OK
OP301502,A000127,MOVE,1765789613,566920,ST10,TPA,P00V85,"Edriseur turbo ""V85""",3,114660,FOD81651,OK
OP301503,A999999,ORDER,1765789739,40817,,,,,,580076,FOD80621,OK
OP301504,A000024,MOVE,1765789739,556148,PROD,ST10,P00X01,"Edriseur luxe ""X01""",12,434518,GAA81314,OK
OP301505,A999999,ORDER,1765789752,153063,,,,,,425954,AZO81397,OK
OP301506,A000133,MOVE,1765789839,266074,PROD,ST10,P00C13,"Edriseur type ""C13""",28,553877,GAA79862,OK
OP301507,A000062,MOVE,1765789865,296149,ST10,TPA,P00X01,"Edriseur luxe ""X01""",12,138375,GAA81314,OK
OP301508,A000017,MOVE,1765789897,451342,PROD,ST10,P00C13,"Edriseur type ""C13""",26,659970,FOD81703,OK
OP301509,A000024,MOVE,1765790013,89528,ST10,TPA,P00C13,"Edriseur type ""C13""",28,102606,GAA79862,OK
OP301510,A000017,MOVE,1765790022,336703,TPA,SHIP,P00C37,"Edriseur type ""C37""",2,630264,SMP80122,OK
OP301511,A999999,ORDER,1765790050,616337,,,,,,631523,FOD79753,OK
OP301512,A000024,MOVE,1765790096,581688,TPA,SHIP,P00V85,"Edriseur turbo ""V85""",3,787292,FOD81651,OK
OP301513,A000127,MOVE,1765790139,601363,PROD,ST10,P00C18,"Edriseur type ""C18""",7,44486,FOD80621,OK
OP301514,A000024,MOVE,1765790162,573042,TPA,SHIP,P00C13,"Edriseur type ""C13""",28,43107,GAA79862,OK
OP301515,A000127,MOVE,1765790230,505989,ST10,TPA,P00C13,"Edriseur type ""C13""",26,756702,FOD81703,OK
OP301516,A000127,MOVE,1765790237,319332,PROD,ST20,P00X01,"Edriseur luxe ""X01""",2,715822,AZO81397,OK
OP301517,A000017,MOVE,1765790314,547306,PROD,TPA,P00X02,"Edriseur luxe ""X02""",38,476246,FOD79753,OK
OP301518,A999999,ORDER,1765790336,786835,,,,,,261111,FOD79868,OK
OP301519,A000017,MOVE,1765790366,310586,TPA,SHIP,P00X01,"Edriseur luxe ""X01""",12,428921,GAA81314,OK
OP301520,A000133,MOVE,1765790495,512443,TPA,SHIP,P00X02,"Edriseur luxe ""X02""",38,515197,FOD79753,OK
OP301521,A000133,MOVE,1765790608,660576,ST10,TPA,P00C18,"Edriseur type ""C18""",7,257115,FOD80621,OK
OP301522,A000127,MOVE,1765790687,306899,ST20,QUA,P00X01,"Edriseur luxe ""X01""",2,152962,AZO81397,OK
OP301523,A000133,MOVE,1765790809,194852,PROD,ST20,P00V80,"Edriseur turbo ""V80""",2,638584,FOD79868,OK
OP301524,A000017,MOVE,1765790956,202573,ST20,QUA,P00V80,"Edriseur turbo ""V80""",2,781027,FOD79868,OK
OP301525,A000017,MOVE,1765791119,438794,QUA,ST20,P00X01,"Edriseur luxe ""X01""",2,99887,AZO81397,OK
OP301526,A999999,ORDER,1765791240,243073,,,,,,220834,FOD81389,OK
OP301527,A000127,MOVE,1765791298,218453,ST20,TPA,P00X01,"Edriseur luxe ""X01""",2,602905,AZO81397,OK
OP301528,A000106,MOVE,1765791422,567854,QUA,ST20,P00V80,"Edriseur turbo ""V80""",2,747530,FOD79868,OK
OP301529,A000127,MOVE,1765791447,208062,TPA,SHIP,P00X01,"Edriseur luxe ""X01""",2,536591,AZO81397,OK
OP301530,A000024,MOVE,1765791485,449291,TPA,SHIP,P00C18,"Edriseur type ""C18""",7,395895,FOD80621,OK
OP301531,A000106,MOVE,1765791521,367224,PROD,ST20,P00C18,"Edriseur type ""C18""",82,301184,FOD81389,OK
OP301532,A999999,ORDER,1765791584,530872,,,,,,622243,AZO80520,OK
OP301533,A999999,ORDER,1765791682,621628,,,,,,89322,SMP81798,OK
